delivery_date,price,product_link,title
"Wednesday, December 14",$769.99,https://www.amazon.ca/Gaming-IPS-Type-GeForce-Windows-FA706IHRB-AS51-CA/dp/B09VCQBSZ6/ref=sr_1_27?keywords=laptop&qid=1670191213&sr=8-27,"ASUS TUF Gaming A17 Gaming Laptop, 17.3” 144Hz Full HD IPS-Type, AMD Ryzen 5 4600H, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FA706IHRB-AS51-CA"
"Tuesday, December 13",$369.99,https://www.amazon.ca/Acer-Celeron-A115-32-C8YB-Subscription-Microsoft/dp/B0BH4ZLJCF/ref=sr_1_20?keywords=laptop&qid=1670191213&sr=8-20,"Acer 15.6"" FHD Intel Celeron N4500 Laptop A115-32-C8YB, Includes 1-Year Subscription to Microsoft 365"
"Tuesday, December 13","$2,499.00",https://www.amazon.ca/Apple-MacBook-14-inch-8%E2%80%91core-14%E2%80%91core/dp/B09JQSLL92/ref=sr_1_22_sspa?keywords=laptop&qid=1670191213&sr=8-22-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTk1GTko0VU45QlhVJmVuY3J5cHRlZElkPUEwODM3ODUxMUdaOU9LWTJETFNDRCZlbmNyeXB0ZWRBZElkPUEwODM4NzU4M0ZUMENZVlZVTExXQyZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Grey - English"
"Monday, December 12","$1,299.00",https://www.amazon.ca/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5LNQCX/ref=sr_1_21_sspa?keywords=laptop&qid=1670191213&sr=8-21-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTk1GTko0VU45QlhVJmVuY3J5cHRlZElkPUEwODM3ODUxMUdaOU9LWTJETFNDRCZlbmNyeXB0ZWRBZElkPUEwODM5MzM4Mk9QWjRKSjRER0lZRSZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"2020 Apple MacBook Air Laptop: Apple M1 Chip, 13""  Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray, English"
"Monday, December 12",$999.00,https://www.amazon.ca/IPS-Type-i5-12450H-GeForce-Thunderbolt-TUF517ZC-AS51-CA/dp/B09VCRGHL8/ref=sr_1_30?keywords=laptop&qid=1670191213&sr=8-30,"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6” 144Hz FHD IPS-Type, Intel Core i5-12450H, GeForce RTX 3050, 8GB DDR5, 512GB PCIe SSD, Thunderbolt 4, Windows 11 Home, TUF517ZC-AS51-CA"
"Monday, December 12",$699.99,https://www.amazon.ca/Acer-Nitro5-Laptop-i5-11400H-3200MHz/dp/B09SVD8KMX/ref=sr_1_18?keywords=laptop&qid=1670191222&sr=8-18,"Acer Nitro5 Laptop, 15.6"" FHD, Intel Core i5-11400H, 8GB DDR4 3200MHz, 256GB PCIe SSD - AN515-57-58HN"
"Monday, December 12",$699.99,https://www.amazon.ca/Lenovo-82H900J2CF-Intel-i3-1115G4-Laptop/dp/B0BCCND11Y/ref=sr_1_42?keywords=laptop&qid=1670191213&sr=8-42,"Lenovo 82H900J2CF 17.3"" HD+ Intel Core i3-1115G4 Laptop - Arctic Grey"
"Tuesday, December 13",$469.00,https://www.amazon.ca/Acer-i3-1005G1-Upgrade-Manufacturer-Warranty/dp/B0B7VR1W96/ref=sr_1_86?keywords=laptop&qid=1670191216&sr=8-86,"Acer Aspire 3 Laptop 17.3” Large Screen, Intel i3-1005G1 CPU | 8GB RAM, 1TB HDD (Free Upgrade to Win 11) (1 yr Manufacturer Warranty) (Renewed)"
"Monday, December 12",$829.98,https://www.amazon.ca/HP-17-cn0020ca-Generation-Graphics-Windows/dp/B097X3MPVM/ref=sr_1_85?keywords=laptop&qid=1670191216&sr=8-85,"HP 17-cn0020ca Laptop, 11th Generation Intel Core i3, Intel UHD Graphics, 8 GB RAM, 1 TB HDD, 256 GB SSD, Windows 11 Home (2021, Natural Silver)"
"Monday, December 12",$949.00,https://www.amazon.ca/VivoBook-Display-Platform-i5-12500H-K3502ZA-AS51-CA/dp/B09YMK5LPZ/ref=sr_1_19?keywords=laptop&qid=1670191222&sr=8-19,"ASUS VivoBook S 15 OLED Slim Laptop, 15.6” FHD OLED Display, Intel Evo Platform, Intel Core i5-12500H, 16GB RAM, 512GB SSD, Windows 11 Home, K3502ZA-AS51-CA"
"Wednesday, December 14",$298.25,https://www.amazon.ca/HP-Elitebook-820-Professional-Refurbished/dp/B07J5WLQ75/ref=sr_1_70_sspa?keywords=laptop&qid=1670191216&sr=8-70-spons&psc=1&smid=A9AB7FR54ENX&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyWThFSkFMTDM1N0lYJmVuY3J5cHRlZElkPUEwNjkwMTgxM1c1RUI3NTU5MVImZW5jcnlwdGVkQWRJZD1BMDQ5MDQ5MjJMNFMyVDFPTVUzWUUmd2lkZ2V0TmFtZT1zcF9tdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"HP Elitebook 820 G3 Business Laptop, 12.5 inches HD Display, Intel Core i5-6300U 2.4Ghz, 8GB RAM, 256GB SSD, 802.11 AC, Windows 10 Professional (Renewed)"
"Monday, December 12",$479.99,https://www.amazon.ca/HP-Pentium-14-Inch-Display-14-dq3016ca/dp/B09VCLNG18/ref=sr_1_43?keywords=laptop&qid=1670191213&sr=8-43,"HP 14 Laptop, Intel Pentium Silver N6000, 4 GB RAM, 256 GB SSD, 14-Inch FHD Display, Windows 11 Home, with Amazon Alexa Voice Service Support, Silver, 14-dq3016ca, 2022 Model (2L7U4UA)"
,,https://www.amazon.ca/gp/bestsellers/electronics/24088205011/ref=sr_bs_15_24088205011_1,
"Monday, December 12",$449.00,https://www.amazon.ca/Acer-i3-1115G4-Fingerprint-Keyboard-Manufacturer/dp/B09XN9MYQH/ref=sr_1_41?keywords=laptop&qid=1670191213&sr=8-41,"Acer Aspire 15.6"" Full HD IPS Touch Display | 11th Gen Intel Core i3-1115G4 CPU | 8GB Ram | 256GB NVMe SSD WiFi 6 Fingerprint Reader, Backlit Keyboard(1 YR Manufacturer Warranty) (Renewed)"
December 7 - 9,$219.00,https://www.amazon.ca/Lenovo-IdeaPad-14-0-Laptop-82V6S00000/dp/B0BKH1LV75/ref=sr_1_17?keywords=laptop&qid=1670191222&sr=8-17,"Lenovo IdeaPad 1i 14.0"" HD Laptop - Intel Celeron N4020, 4GB RAM, 64GB eMMC, Windows 11 S Mode - Cloud Grey (82V6S00000)"
"Wednesday, December 14",$290.00,https://www.amazon.ca/Asus-ASUS-Intel-Dual-Core-Celeron/dp/B082L3VK13/ref=sr_1_84?keywords=laptop&qid=1670191216&sr=8-84,"ASUS Chromebook C403 Rugged & Spill Resistant Laptop, 14.0"" Anti-Glare HD, 180 Degree, Intel Celeron N3350, 4GB RAM, 32GB eMMC, MIL-STD 810G Durability, Chrome OS, C403NA-C1-CA"
"Monday, December 12",$323.81,https://www.amazon.ca/HP-Chromebook-Processor-Graphics-14a-nd0010ca/dp/B094S8VQBM/ref=sr_1_40?keywords=laptop&qid=1670191213&sr=8-40,"HP Chromebook, AMD 3015Ce Processor, AMD Radeon Graphics, 4 GB RAM, 64 GB eMMC Storage, Chrome, (14a-nd0010ca, 2021 Model)"
December 7 - 9,$175.00,https://www.amazon.ca/Chromebook-Anti-Glare-NanoEdge-Processor-C523NA-BCLN6/dp/B08CK4YW3H/ref=sr_1_39?keywords=laptop&qid=1670191213&sr=8-39,"ASUS Chromebook Laptop- 15.6"" HD Anti-Glare NanoEdge Display, Intel Dual Core Celeron N3350 Processor, 4GB RAM, 64GB eMMC, 180 Degree Hinge, Chrome OS- C523NA-BCLN6 Silver (Renewed)"
"Friday, December 23","$1,599.00",https://www.amazon.ca/IPS-Type-Display-i7-12650H-Thunderbolt-TUF517ZR-AS71-CA/dp/B09YZ1VNM2/ref=sr_1_83?keywords=laptop&qid=1670191216&sr=8-83,"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6” 144Hz FHD IPS-Type Display, Intel Core i7-12650H, GeForce RTX 3070, 16GB DDR5, 512GB PCIe SSD, Thunderbolt 4, Wi-Fi 6, Windows 11 Home, TUF517ZR-AS71-CA"
Out of Stock,Out of Stock,https://www.amazon.ca/Dell-i5-6300U-Windows-Certified-Refurbished/dp/B07S1BVHGC/ref=sr_1_82?keywords=laptop&qid=1670191216&sr=8-82,"Dell 7480 14 HD Laptop, Core i5-6300U 2.4GHz, 16GB RAM, 256GB Solid State Drive, Windows 10 Pro 64Bit (Renewed)"
"Monday, December 12",$479.98,https://www.amazon.ca/Vivobook-15-15-6-Laptop-i3-1005G1/dp/B09VV7V3YL/ref=sr_1_47?keywords=laptop&qid=1670191213&sr=8-47,"Vivobook 15 15.6"" HD Laptop - Intel Core i3-1005G1, 8GB RAM, 256GB SSD, Windows 11 S Mode - Slate Grey (X515JA)"
"Monday, December 12",$654.99,https://www.amazon.ca/Lenovo-Ideapad-FHD-Laptop-81WA00Q7US/dp/B09QFH8XQY/ref=sr_1_102?keywords=laptop&qid=1670191216&sr=8-102,"Lenovo Ideapad 3i 14"" FHD Laptop - Intel Core i5-10210U, 8GB RAM, 512GB SSD, Windows 11 - 81WA00Q7US"
"Tuesday, December 13",$379.99,https://www.amazon.ca/HP-15-6-HD-Laptop-15-gw0008ca/dp/B0BKH94FQ7/ref=sr_1_100?keywords=laptop&qid=1670191216&sr=8-100,"HP 15.6"" HD Laptop - AMD Athlon Silver 3050U, 4GB RAM, 500GB HDD, Windows 10 - Jet Black (15-gw0008ca)"
"Tuesday, December 13",$299.00,https://www.amazon.ca/Acer-1920x1080-Battery-Manufacturer-Warranty/dp/B08LMT32GK/ref=sr_1_34?keywords=laptop&qid=1670191222&sr=8-34,Acer Aspire Slim/Light Laptop 15.6 Full HD (1920x1080) Screen / Intel N4120 CPU/4G Memory/128G SSD/UP to 8.5 HR Battery Life/Windows 10 S Mode /1 Year Manufacturer Warranty (Renewed)
Out of Stock,Out of Stock,https://www.amazon.ca/Acer-Celeron-A115-32-C0S1-Subscription-Microsoft/dp/B0BH51437K/ref=sr_1_35?keywords=laptop&qid=1670191222&sr=8-35,"Acer 15.6"" FHD Intel Celeron N4500 Laptop A115-32-C0S1, Includes 1-Year Subscription to Microsoft 365"
"Monday, December 12","$1,399.99",https://www.amazon.ca/Acer-NVIDIA-GeForce-Laptop-AN515-45-R69K/dp/B09R95412Y/ref=sr_1_101?keywords=laptop&qid=1670191216&sr=8-101,"Acer Nitro 5, 15.6"" FHD IPS, AMD Ryzen 7 5800H, 16GB DDR4X, 512GB SSD, NVIDIA GeForce RTX 3060, Win 11, Black Laptop,,AN515-45-R69K"
"Monday, December 12",$323.81,https://www.amazon.ca/HP-Chromebook-Processor-Graphics-14a-nd0010ca/dp/B094S8VQBM/ref=sr_1_33?keywords=laptop&qid=1670191222&sr=8-33,"HP Chromebook, AMD 3015Ce Processor, AMD Radeon Graphics, 4 GB RAM, 64 GB eMMC Storage, Chrome, (14a-nd0010ca, 2021 Model)"
"Monday, December 12",$759.99,https://www.amazon.ca/Acer-Aspire-i5-1135G7-Silver-A517-52-54MZ/dp/B09R8TWQKR/ref=sr_1_56?keywords=laptop&qid=1670191213&sr=8-56,"Acer Aspire 5, 17.3"" FHD IPS, Intel Core i5-1135G7, 8GB DDR4, 512GB SSD, Intel Iris Xe, Win 11, Silver Laptop, A517-52-54MZ"
"Monday, December 12",$229.00,https://www.amazon.ca/Acer-1920x1080-Chromebook-BLUETOOTH-MANUFACTURE/dp/B08DG8LVBT/ref=sr_1_31?keywords=laptop&qid=1670191222&sr=8-31,"Acer Premium 15.6"" Full HD IPS Touch Screen Chromebook/AMD A6-9220C /4G DDR4 MEMORY/32G eMMC/Radeon R5 Video/Bluetooth/ microSD Reader/UP to 9 HR Battery Life/1 Year Manufacturer Warranty (Renewed)"
"Tuesday, December 13",$299.00,https://www.amazon.ca/Acer-1920x1080-Battery-Manufacturer-Warranty/dp/B08LMT32GK/ref=sr_1_55?keywords=laptop&qid=1670191213&sr=8-55,Acer Aspire Slim/Light Laptop 15.6 Full HD (1920x1080) Screen / Intel N4120 CPU/4G Memory/128G SSD/UP to 8.5 HR Battery Life/Windows 10 S Mode /1 Year Manufacturer Warranty (Renewed)
"Tuesday, December 13",$279.00,https://www.amazon.ca/Acer-Chromebook-Manufacturer-Warranty-Renewed/dp/B09SK3J5XY/ref=sr_1_98?keywords=laptop&qid=1670191216&sr=8-98,Acer Chromebook 17.3” Full HD IPS Screen Intel N4500 CPU | 4G RAM 64G EMMC (1 YR Manufacturer Warranty) (Renewed)
December 21 - 29,$549.99,https://www.amazon.ca/Acer-Convertible-Chromebook-Processor-CP311-3H-K4S1/dp/B088FYSDRH/ref=sr_1_32?keywords=laptop&qid=1670191222&sr=8-32,"Acer Convertible Chromebook, 11.6"" IPS Touch, Convert MTK MT8183 Processor, 4GB RAM, 32GB eMMC, Chrome OS, Silver, CP311-3H-K4S1"
Out of Stock,Out of Stock,https://www.amazon.ca/Acer-A115-31-Processor-Windows-Renewed/dp/B086JG8PRV/ref=sr_1_54?keywords=laptop&qid=1670191213&sr=8-54,Acer Aspire 1 A115-31 Slim Laptop Intel Processor N4000 4GB DDR4 64GB eMMC 15.6in HD LED Windows 10 in S Mode HDMI Webcam (Renewed)
December 8 - 13,$288.00,https://www.amazon.ca/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07GCRHS5V/ref=sr_1_99?keywords=laptop&qid=1670191216&sr=8-99,"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)"
"Tuesday, December 13","$1,972.65",https://www.amazon.ca/Apple-MacBook-Chip-13-inch-512GB/dp/B08N5M9XBS/ref=sr_1_57_sspa?keywords=laptop&qid=1670191213&sr=8-57-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTk1GTko0VU45QlhVJmVuY3J5cHRlZElkPUEwODM3ODUxMUdaOU9LWTJETFNDRCZlbmNyeXB0ZWRBZElkPUEwODM5MTgyVEFUS0FDSzM1RlhSJndpZGdldE5hbWU9c3BfYnRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,"2020 Apple MacBook Air Laptop: Apple M1 Chip, 13” Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold"
"Tuesday, December 13","$1,599.99",https://www.amazon.ca/LG-Gram-Inch-Laptop-14Z90Q-K-AA75A9/dp/B09YKL3V5P/ref=sr_1_58_sspa?keywords=laptop&qid=1670191213&sr=8-58-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTk1GTko0VU45QlhVJmVuY3J5cHRlZElkPUEwODM3ODUxMUdaOU9LWTJETFNDRCZlbmNyeXB0ZWRBZElkPUEwMjkxMDU5MlkwNjVGVUNKTUFSWSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,"LG Gram 14 Inch Laptop with 16:10 WUXGA (1920 x 1200) IPS Anti-Glare Display, 999g Ultra-Light, 14Z90Q-K.AA75A9, i7-1260P | 16GB RAM | 512GB RAM, Obsidian Black"
"Wednesday, December 14",$209.99,https://www.amazon.ca/UBANT-Messenger-Briefcase-Portfolio-Crossbody/dp/B094HQNDBN/ref=sr_1_59_sspa?keywords=laptop&qid=1670191213&sr=8-59-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTk1GTko0VU45QlhVJmVuY3J5cHRlZElkPUEwODM3ODUxMUdaOU9LWTJETFNDRCZlbmNyeXB0ZWRBZElkPUEwNjY2NTEzM0VUM1FZVUQyU0FSRSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,UBANT Leather Messenger Bag for Men 17.3 Inch Laptop Briefcase Full Grain Leather Business Travel Computer Office Bag
"Tuesday, December 13","$1,099.00",https://www.amazon.ca/VivoBook-Display-i7-1165G7-Processor-S533EA-AS79-CA/dp/B09QRGP3M5/ref=sr_1_44?keywords=laptop&qid=1670191222&sr=8-44,"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i7-1165G7 Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, Indie Black, S533EA-AS79-CA"
December 8 - 12,$339.00,https://www.amazon.ca/Dell-Latitude-7480-Laptop-i5-7300U/dp/B08FNQ3XTR/ref=sr_1_43?keywords=laptop&qid=1670191222&sr=8-43,"Dell Latitude 7480 Laptop - Intel Core i5-7300U CPU @ 2.60GHz, 16GB RAM, 256GB SSD, 14-inch HD Display, Webcam, Windows 10 Pro (Renewed)"
"Monday, December 12",$449.00,https://www.amazon.ca/Acer-i3-1115G4-Fingerprint-Keyboard-Manufacturer/dp/B09XN9MYQH/ref=sr_1_42?keywords=laptop&qid=1670191222&sr=8-42,"Acer Aspire 15.6"" Full HD IPS Touch Display | 11th Gen Intel Core i3-1115G4 CPU | 8GB Ram | 256GB NVMe SSD WiFi 6 Fingerprint Reader, Backlit Keyboard(1 YR Manufacturer Warranty) (Renewed)"
December 12 - 13,$299.00,https://www.amazon.ca/Vivobook-Processor-Microsoft-Personal-L210MA-BH09-CB/dp/B09Z756H4C/ref=sr_1_41?keywords=laptop&qid=1670191222&sr=8-41,"ASUS Vivobook Go 12 L210 11.6” Ultra Thin Laptop, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC Storage, Windows 11 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-BH09-CB"
"Tuesday, December 20",$159.00,https://www.amazon.ca/Acer-Chromebook-chromebook-Manufacture-Warranty/dp/B09P1XPX6F/ref=sr_1_48?keywords=laptop&qid=1670191222&sr=8-48,"Acer Chromebook 311 11.6"" chromebook ARM Cortex A73 CPU / 4G RAM / 32G eMMc (1 yr Manufacture Warranty) (Renewed)"
"Tuesday, December 13",$599.00,https://www.amazon.ca/VivoBook-i3-1115G4-Processor-Graphics-X415EA-TS31-CB/dp/B0B4F5MFCS/ref=sr_1_47?keywords=laptop&qid=1670191222&sr=8-47,"ASUS VivoBook 14 X415 Thin and Light Laptop, 14” FHD Display, Intel Core i3-1115G4 Processor, Intel UHD Graphics, 8GB DDR4 RAM, 256GB PCIe SSD, Windows 11 Home in S mode, X415EA-TS31-CB"
"Tuesday, December 13",$399.00,https://www.amazon.ca/Acer-Upgrade-Manufacturer-Warranty-Renewed/dp/B0B3SFR8DP/ref=sr_1_54?keywords=laptop&qid=1670191222&sr=8-54,"Acer Aspire 3 Laptop 15.6"" FHD Screen AMD Athlon Silver 3050U | 8G RAM | 256G Fast SSD | W10 S (Free Upgrade to Win 11) (1 YR Manufacturer Warranty) (Renewed)"
"Tuesday, December 13",$499.99,https://www.amazon.ca/Acer-A515-56-36UT-Display-i3-1115G4-Processor/dp/B08VKT45K4/ref=sr_1_52?keywords=laptop&qid=1670191222&sr=8-52,"Acer Aspire 5 A515-56-36UT Slim Laptop | 15.6"" Full HD Display | 11th Gen Intel Core i3-1115G4 Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Amazon Alexa | Windows 10 Home (S Mode)"
"Tuesday, December 13","$1,254.31",https://www.amazon.ca/LG-Processor-Ultra-Slim-Laptop-15Z90N-V-AR52A8/dp/B094NTMLLQ/ref=sr_1_108_sspa?keywords=laptop&qid=1670191216&sr=8-108-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyWThFSkFMTDM1N0lYJmVuY3J5cHRlZElkPUEwNjkwMTgxM1c1RUI3NTU5MVImZW5jcnlwdGVkQWRJZD1BMDYwOTMxMzFSN1hON1BaOVZWTjkmd2lkZ2V0TmFtZT1zcF9idGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"LG Gram 15.6 inch Laptop with FHD (1920 x 1080) IPS Display, Intel i5 8GB RAM 256GB SSD, Long-Lasting Battery, Windows 10 Home; 15Z90N-V.AR52A8, Dark Silver"
December 11 - 14,$445.00,https://www.amazon.ca/VivoBook-i3-1115G4-Processor-Graphics-X415EA-AS31-CA/dp/B09T86WD7T/ref=sr_1_53?keywords=laptop&qid=1670191222&sr=8-53,"ASUS VivoBook 14 X415 Thin and Light Laptop, 14” FHD Display, Intel® Core™ i3-1115G4 Processor, Intel UHD Graphics, 8GB DDR4 RAM, 128GB PCIe SSD, Windows 11 Home, X415EA-AS31-CA"
"Wednesday, December 14",$99.00,https://www.amazon.ca/HP-Chromebook-Processor-Certified-Refurbished/dp/B07KGKTV1G/ref=sr_1_51?keywords=laptop&qid=1670191222&sr=8-51,HP 1FX82UT#ABA Chromebook - 11 G5 EE 11.6 inches 1366 x 768 Intel Celeron N3060 Dual core (2 Core) 1.60 GHz 4 GB RAM 16 GB SSD 16 GB Flash Memory Chrome OS HD Graphics 400 (Renewed)
December 8 - 13,$999.99,https://www.amazon.ca/Acer-Screen-Windows-Backlit-SF314-511-744U/dp/B09GBJM1WD/ref=sr_1_50?keywords=laptop&qid=1670191222&sr=8-50,"Acer Swift 3 ”EVO” Ultra Thin and Light , 14"" FHD IPS Screen, Ci7 11th Gen, 8GB Ram, 256GB SSD, Intel Iris, Windows 11, Backlit KB, Silver, SF314-511-744U"
December 7 - 9,$329.55,https://www.amazon.ca/Lenovo-ThinkPad-T470s-i5-6300U-14-inch/dp/B083BGCC1N/ref=sr_1_49?keywords=laptop&qid=1670191222&sr=8-49,"Lenovo ThinkPad T470s Laptop Intel Core i5-6300U, 12GB RAM, 256GB SSD, 14-inch LCD HDMI Port Windows 10 (Renewed)"
